"","Opération","Division","Description","Designation","TypeUnité","TypeProduit","NombreUnité","StatutADV","Superficie","PrixUnitaire","PrixTotal","NuméroClient","Client","Dossier","TypeDocument","DésignationTypeDeDocument","Création","Vers1","Vers2","Vers3","TotalVersement","VersRegularis","TropPerçuRéglé","TropPerçuNonRéglé","ResteàPayer","TotalAvances"
"915","180254.01",1804,"Jerada-Figuig                 ","7021-ZA ECONOMIQUE AIN BENI MATHAR      ","LOT ACTIVITÉ COMMERCIALE ","LOTS  ACTIVITE COMM A USAGE COMMERCIAL  ",1,2,156,500,78000,"11075638","Antoinette Bodechon","23193391","ZAF ","Vente Affectation   ",2020-05-06,39000,39000,0,78000,0,0,0,0,78000
"1473","180304.02",1804,"Jerada-Figuig                 ","10522-AMAL TR2 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,96,470,45120,"10618454","Minor Deshon","21231326","ZVL ","Vente libre         ",2015-11-12,22656,10000,12464,45120,0,0,0,0,45120
"457","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,123,1850,227550,"11026732","Jacintha Jobbins","21618340","ZVL ","Vente libre         ",2017-12-12,56887.5,56887.5,56887.5,170662.5,0,0,0,56887.5,170662.5
"3408","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,3,256,1755,449280,"10594707","Shae Origan","21362247","ZVL ","Vente libre         ",2014-11-13,112320,0,0,112320,0,0,0,336960,112320
"6307","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1300,130000,"11053118","Janeen Yablsley","21634292","ZVL ","Vente libre         ",2018-09-27,39000,39000,52000,130000,0,0,0,0,130000
"1059","180266.01",1805,"Taourirt                      ","2991-ZAITOUNE MLG LWIDANE               ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,102,420,42840,"10590216","Willette Scanlin","21230734","ZVL ","Vente libre         ",NA,0,0,0,0,0,0,0,42840,0
"5969","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,152.5,1800,274500,"11055797","Chrissie Najara","21636108","ZVL ","Vente libre         ",2018-10-22,82350,82350,54900,219600,0,0,0,54900,219600
"3723","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1265,151800,"11020029","Georgeanna Dewick","21613933","ZVL ","Vente libre         ",2017-09-27,75900,67950,0,143850,0,0,0,7950,143850
"4860","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.7,1400,133980,"11079623","Paten Solly","21659976","ZVL ","Vente libre         ",2019-07-14,40194,40194,0,80388,0,0,0,53592,80388
"602","180162.01",1804,"Jerada-Figuig                 ","98151-MASSIRA ANOUAL                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,154,60,9240,"10604028","Ransell Rochewell","21213439","ZVL ","Vente libre         ",2000-01-01,4590,0,0,4590,0,0,0,4650,4590
"1147","180285.01",1804,"Jerada-Figuig                 ","99491-WAHA TR2 A FIGUIG                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,150,1000,150000,"10618352","Hannie Fenning","21214788","ZVL ","Vente libre         ",2015-11-09,60000,0,0,60000,0,0,0,90000,60000
"5376","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,154.4,2200,339680,"10592371","Dido Eberst","21631774","ZVL ","Vente libre         ",2018-08-06,70000,0,0,70000,0,0,0,269680,70000
"6431","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11056237","Mickie Mercer","21636511","ZVL ","Vente libre         ",2018-10-26,36000,36000,48000,120000,0,0,0,0,120000
"7014","180630.02",1804,"Jerada-Figuig                 ","lotissement SITIR GUENFOUDA             ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,830,83000,"11125417","Carmella de Clercq","21747322","ZVL ","Vente libre         ",2021-04-20,24900,0,0,24900,0,0,0,58100,24900
"5571","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,250,2550,637500,"10643379","Marthena Redgrove","21611537","ZVL ","Vente libre         ",2017-08-15,191250,159375,0,350625,0,0,0,286875,350625
"2840","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,105,1155,121275,"10577080","Niels Taile","21235688","ZVL ","Vente libre         ",2014-09-15,30318.75,30318.75,30318.75,90956.25,0,0,0,30318.75,90956.25
"1140","180283.01",1803,"Nador - Driouch               ","9251-ANNASSIM CM                        ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,2,29,8360,242440,"10643842","Katya Coughlin","22000137","ZOP ","Vente offre prix    ",2016-08-17,121220,81700,0,202920,0,0,0,39520,202920
"2712","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10599626","Jerrome Ilyasov","21220972","ZVL ","Vente libre         ",2013-09-18,14700,14700,0,29400,0,0,0,26600,29400
"1660","180338.01",1803,"Nador - Driouch               ","12111-ZUN 4-5 SELOUANE                  ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE ARTISANAL    ",1,2,3659,400,1463600,"10641057","Cosme Roseman","26000123","ZEQ ","Vente Equip public  ",2016-11-17,0,0,0,0,0,0,0,1463600,0
"7032","180630.02",1804,"Jerada-Figuig                 ","lotissement SITIR GUENFOUDA             ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,830,83000,"11125603","Claudia Sydry","21747399","ZVL ","Vente libre         ",2021-04-21,0,0,0,0,0,0,0,83000,0
"4270","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,161,1714,275954,"10626725","Florenza Dachey","21215370","ZVL ","Vente libre         ",2013-09-12,68988,0,0,68988,0,0,0,206966,68988
"2409","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10610070","Tally Connow","21218574","ZVL ","Vente libre         ",2013-11-08,14700,14700,14700,44100,0,0,0,11900,44100
"4733","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,90.7,1400,126980,"11079686","Reagan Vannar","21748122","ZVL ","Vente libre         ",2019-07-18,38094,38094,0,76188,0,0,0,50792,0
"5882","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,158,387.34,61200,"11075638","Marcelia Faulkes","23193356","ZAF ","Vente Affectation   ",2020-05-06,45900,15300,0,61200,0,0,0,0,61200
"2812","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"10575671","Theodora Trustrie","21221300","ZVL ","Vente libre         ",2013-09-18,18900,0,0,18900,0,0,0,42700,18900
"6660","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11053789","Ricardo Clampe","21634840","ZVL ","Vente libre         ",2018-10-03,36000,36000,0,72000,0,0,0,48000,72000
"2399","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA JUMELEES       ",1,3,396,960,380160,"10605449","Tanner Learmount","21217299","ZVL ","Vente libre         ",2014-09-02,41112.5,41112.5,152815,235040,0,0,0,145120,235040
"252","180084.01",1803,"Nador - Driouch               ","23151-ACHOUROUK FVIT a Al Aruit         ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,52,3204.71,166644.69,"11105233","Shane Redmell","21741052","ZVL ","Vente libre         ",2020-12-04,40000,0,0,40000,0,0,0,126644.69,40000
"5393","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,171.2,2500,428000,"11015784","Inger Filipponi","21612517","ZVL ","Vente libre         ",2017-09-04,128400,0,0,128400,0,0,0,299600,128400
"2200","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,120,1000,120000,"10608078","Edgar Cattrell","21214845","ZVL ","Vente libre         ",2014-08-11,30000,30000,30000,90000,0,0,0,30000,90000
"6243","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11058272","Loydie Afield","21637958","ZVL ","Vente libre         ",2018-11-28,36000,36000,48000,120000,0,0,0,0,120000
"2483","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10615354","Lula Maxstead","21247948","ZVL ","Vente libre         ",2013-09-17,14700,14700,14700,44100,0,0,0,11900,44100
"2376","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+6 RDC COMMERCIAL   ",1,3,380,2578.95,980000,"10629465","Johannah Ellif","21362231","ZVL ","Vente libre         ",2015-04-24,245000,245000,0,490000,0,0,0,490000,490000
"3698","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,100,950,95000,"11027953","Eddie Hairon","21619124","ZVL ","Vente libre         ",2017-12-25,47500,23750,0,71250,0,0,0,23750,71250
"257","180084.01",1803,"Nador - Driouch               ","23151-ACHOUROUK FVIT a Al Aruit         ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,52,3204.71,166644.69,"11126594","Winny Petticrew","21747920","ZVL ","Vente libre         ",2021-05-05,140000,0,0,140000,0,0,0,26644.69,140000
"2981","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,120,1210,145200,"10600617","Arden McKeand","21226999","ZVL ","Vente libre         ",2014-08-25,36300,0,0,36300,0,0,0,108900,36300
"6829","180621.02",1802,"Berkane                       ","RESIDENCE FERMEE R+1 GREEN HOUSE SAIDIA ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,94,5797.87,545000,"11081296","Cristy Bearsmore","21660597","ZVL ","Vente libre         ",2019-07-24,136250,110000,162500,408750,0,0,0,136250,408750
"1352","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,465,55800,"11110024","Dolley Hefferan","21738178","ZVL ","Vente libre         ",2020-10-01,55800,0,0,55800,0,0,0,0,55800
"723","180174.01",1804,"Jerada-Figuig                 ","98021-AMAL 3 A AIN BENI MATHAR          ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,157,326.75,51300,"10601495","Ava Cranmere","21227621","ZVL ","Vente libre         ",2009-11-04,3000,10000,5000,18000,0,0,0,33300,18000
"2972","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,120,1265,151800,"10606723","Adrian Surgison","21235677","ZVL ","Vente libre         ",2014-08-15,37950,37950,0,75900,0,0,0,75900,75900
"5711","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA ISOLEES        ",1,2,240,1450,348000,"11067004","Marjy Prendergrast","21653872","ZVL ","Vente libre         ",2019-03-01,70000,0,0,70000,0,0,0,278000,70000
"4961","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.95,1400,134330,"11079728","Boy Dore","21660338","ZVL ","Vente libre         ",2019-07-18,40299,40299,53732,134330,0,0,0,0,134330
"6647","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"10618838","Marlin Godbald","21637920","ZVL ","Vente libre         ",2018-11-28,36000,0,0,36000,0,0,0,84000,36000
"2065","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,125,1155,144375,"10626037","Jenelle Goves","21215883","ZVL ","Vente libre         ",2014-11-28,36093.75,36093.75,0,72187.5,0,0,0,72187.5,72187.5
"1581","180308.01",1803,"Nador - Driouch               ","96661-ANNASR LS DRIOUCH                 ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,62,4831.39,299546.02,"11058185","Bradford Nussgen","21637890","ZVL ","Vente libre         ",2018-11-27,62500,62500,0,125000,0,0,0,174546.02,125000
"1438","180304.02",1804,"Jerada-Figuig                 ","10522-AMAL TR2 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,96,460,44160,"10652970","Merell Bondy","21486389","ZVL ","Vente libre         ",2016-12-15,24000,15000,5160,44160,0,0,0,0,44160
"1918","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2                  ",1,2,127,1505,191135,"11023417","Addie Kidwell","21735636","ZVL ","Vente libre         ",2020-08-12,95567.5,0,0,95567.5,0,0,0,95567.5,95567.5
"6956","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,81.5,4785.28,390000,"11077806","Lisa Shrawley","21658887","ZVL ","Vente libre         ",2019-06-20,97500,97500,0,195000,0,0,0,195000,195000
"2049","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,127,1320,167640,"10629113","Hermie Whiteland","21212783","ZVL ","Vente libre         ",2015-03-02,41910,41910,0,83820,0,0,0,83820,83820
"725","180174.01",1804,"Jerada-Figuig                 ","98021-AMAL 3 A AIN BENI MATHAR          ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,154,346.44,53352,"10599581","Farah Jordin","21227279","ZVL ","Vente libre         ",2000-01-01,5000,47668,0,52668,0,0,0,684,52668
"245","180084.01",1803,"Nador - Driouch               ","23151-ACHOUROUK FVIT a Al Aruit         ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,54,3103.21,167573.33,"11123993","Alphard Kinsella","21746650","ZVL ","Vente libre         ",2021-04-01,0,0,0,0,0,0,0,167573.33,0
"2693","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10613731","Aylmer Deyenhardt","21226392","ZVL ","Vente libre         ",2013-09-16,14700,14700,14700,44100,0,0,0,11900,44100
"5334","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,190,2200,418000,"11037472","Farlee Furse","21625326","ZVL ","Vente libre         ",2018-03-26,73000,104500,156900,334400,0,0,0,83600,334400
"404","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1850,222000,"10589451","Keary Atcheson","21620864","ZVL ","Vente libre         ",2018-01-25,20000,40000,30000,90000,0,0,0,132000,90000
"3755","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,150,1375,206250,"11014891","Merridie Staynes","21610111","ZVL ","Vente libre         ",2017-07-28,103125,51562.5,0,154687.5,0,0,0,51562.5,154687.5
"1841","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+1 RDC HABITAT      ",1,3,400,1240.8,496320,"10635488","Hannis Allsup","21357086","ZVL ","Vente libre         ",2015-11-25,124080,124080,0,248160,0,0,0,248160,248160
"3052","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,120,1210,145200,"10612038","Lyndsie Warton","21221311","ZVL ","Vente libre         ",2014-10-27,36300,36300,36300,108900,0,0,0,36300,108900
"1387","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,520,62400,"11088069","Leena Daft","21664152","ZVL ","Vente libre         ",2019-10-28,30000,5000,0,35000,0,0,0,27400,35000
"822","180217.01",1802,"Berkane                       ","11251-C/C LAYMOUNE                      ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,3,12,10000,120000,"10334975","Nicolis Revington","21221147","ZVL ","Vente libre         ",2007-05-30,70000,0,0,70000,0,0,0,50000,70000
"5953","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,139,1800,250200,"11053946","Elfrida Cuncliffe","21634986","ZVL ","Vente libre         ",2018-10-04,75060,50040,0,125100,0,0,0,125100,125100
"1755","180377.01",1802,"Berkane                       ","11341-MHALL                             ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,106,800,84800,"10608942","Merridie Staynes","21240932","ZVL ","Vente libre         ",1990-01-01,53000,0,0,53000,0,0,0,31800,53000
"4770","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,136.22,1400,190708,"11079418","Ruprecht Claibourn","21748184","ZVL ","Vente libre         ",2019-07-15,57212.4,57212.4,0,114424.8,0,0,0,76283.2,0
"4602","180412.01",1801,"Agence Oujda                  ","Lotissement mer Niger Oujda             ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,85,603.53,51300,"11074588","Sydel Kenwell","21657273","ZVL ","Vente libre         ",2019-05-06,38200,0,0,38200,0,0,0,13100,38200
"3492","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,935,74800,"11015093","Catriona Haythorn","21610303","ZVL ","Vente libre         ",2017-08-01,37400,0,0,37400,0,0,0,37400,37400
"4393","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,164,2310,378840,"10624610","Ossie Cuvley","21237683","ZVL ","Vente libre         ",2013-11-28,94710,0,0,94710,0,0,0,284130,94710
"1878","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2                  ",1,2,127,1505,191135,"11105131","Rici Glastonbury","21734883","ZVL ","Vente libre         ",2020-07-21,95567.5,0,0,95567.5,0,0,0,95567.5,95567.5
"5485","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,184.4,2300,424120,"11018083","Henrie Shreeve","21739694","ZVL ","Vente libre         ",2020-11-04,106030,127236,190854,424120,0,0,0,0,424120
"3806","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1155,115500,"11023173","Alene Deverale","21616056","ZVL ","Vente libre         ",2017-11-02,57750,28875,0,86625,0,0,0,28875,86625
"4283","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,136,1736.1,236109.6,"10634571","Yelena Drinkall","21215284","ZVL ","Vente libre         ",2016-06-06,66000,170109.6,0,236109.6,0,0,0,0,236109.6
"3937","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,131,1837.5,240712.5,"10600951","Carolyne Carrel","21218134","ZVL ","Vente libre         ",2012-06-14,73000,49000,49000,171000,0,0,0,69712.5,171000
"1556","180308.01",1803,"Nador - Driouch               ","96661-ANNASR LS DRIOUCH                 ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,64,4680.18,299531.38,"10600711","Geralda Ivons","21241910","ZVL ","Vente libre         ",2016-02-17,30000,5440,106100,141540,0,0,0,157991.38,0
"6519","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11056621","Xylia Laxe","21636769","ZVL ","Vente libre         ",2018-11-01,36000,36000,0,72000,0,0,0,48000,72000
"6833","180621.02",1802,"Berkane                       ","RESIDENCE FERMEE R+1 GREEN HOUSE SAIDIA ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,85,5941.18,505000,"10003915","Gustavo Fitton","21659812","ZVL ","Vente libre         ",2019-07-10,126250,126250,126250,378750,0,0,0,126250,378750
"4424","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,157,2205,346185,"10614540","Jacquenette Nisot","21212049","ZVL ","Vente libre         ",2013-10-10,86546,86546,86546,259638,0,0,0,86547,259638
"6926","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,85,4705.88,4e+05,"11077136","Renelle Trumble","21658461","ZVL ","Vente libre         ",2019-06-12,1e+05,90000,110000,3e+05,0,0,0,1e+05,3e+05
